inputfile,time,round_trip_time,packet_loss,voltage,rio_cpu,robot_disabled,robot_auto,robot_tele,ds_disabled,ds_auto,ds_tele,watchdog,brownout,can_usage,wifi_db,bandwidth,pdp_id,pdp_0,pdp_1,pdp_2,pdp_3,pdp_4,pdp_5,pdp_6,pdp_7,pdp_8,pdp_9,pdp_10,pdp_11,pdp_12,pdp_13,pdp_14,pdp_15,pdp_total_current
../2019_03_15 10_50_24 Fri.dslog,0.0,6.0,1.0,37.375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,20.0,6.0,1.0,37.375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,40.0,6.0,1.0,37.375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,60.0,6.0,1.0,37.375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,80.0,6.0,1.0,37.375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,100.0,6.0,1.0,37.375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,120.0,6.0,1.0,37.375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,140.0,6.0,1.0,37.375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,160.0,6.0,1.0,12.77734375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,180.0,6.0,1.0,12.77734375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,200.0,6.0,1.0,12.77734375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,220.0,6.0,1.0,12.7890625,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,240.0,6.0,1.0,12.78515625,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,260.0,6.0,1.0,12.78515625,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,280.0,6.0,1.0,12.78515625,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,300.0,6.0,1.0,12.78515625,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,320.0,6.0,1.0,12.78515625,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,340.0,6.0,1.0,12.77734375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../2019_03_15 10_50_24 Fri.dslog,360.0,6.0,1.0,12.77734375,0.54,True,False,False,True,False,False,False,False,0.405,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
